ENSG00000186092.6	OR4F5
ENSG00000162616.8	DNAJB4
ENSG00000137960.5	GIPC2
ENSG00000122420.9	PTGFR
ENSG00000137959.15	IFI44L
ENSG00000137965.10	IFI44
ENSG00000162618.13	ADGRL4
ENSG00000117114.19	ADGRL2
ENSG00000137941.16	TTLL7
ENSG00000142875.19	PRKACB
ENSG00000203943.8	SAMD13
ENSG00000137976.7	DNASE2B
ENSG00000117133.10	RPF1
ENSG00000174021.10	GNG5
ENSG00000122432.17	SPATA1
ENSG00000117151.12	CTBS
ENSG00000117155.16	SSX2IP
ENSG00000171517.5	LPAR3
ENSG00000153898.12	MCOLN2
ENSG00000162643.12	WDR63
ENSG00000055732.12	MCOLN3
ENSG00000097096.8	SYDE2
ENSG00000162642.13	C1orf52
ENSG00000142867.13	BCL10
ENSG00000153904.19	DDAH1
ENSG00000142871.16	CYR61
ENSG00000117174.10	ZNHIT6
ENSG00000171502.14	COL24A1
ENSG00000122417.15	ODF2L
ENSG00000137975.7	CLCA2
ENSG00000016490.15	CLCA1
ENSG00000016602.9	CLCA4
ENSG00000097033.14	SH3GLB1
ENSG00000183291.16	SELENOF
ENSG00000153936.16	HS2ST1
ENSG00000267561.2	AC093155.3
ENSG00000143013.12	LMO4
ENSG00000065243.19	PKN2
ENSG00000137947.11	GTF2B
ENSG00000137944.17	KYAT3
ENSG00000213516.9	RBMXL1
ENSG00000117226.11	GBP3
ENSG00000117228.9	GBP1
ENSG00000162645.12	GBP2
ENSG00000213512.2	GBP7
ENSG00000162654.8	GBP4
ENSG00000154451.14	GBP5
ENSG00000183347.14	GBP6
ENSG00000197147.13	LRRC8B
ENSG00000171488.14	LRRC8C
ENSG00000271949.1	AC093423.3
ENSG00000171492.14	LRRC8D
ENSG00000162664.16	ZNF326
ENSG00000143032.7	BARHL2
ENSG00000122482.20	ZNF644
ENSG00000162669.15	HFM1
ENSG00000097046.12	CDC7
ENSG00000069702.10	TGFBR3
ENSG00000137948.18	BRDT
ENSG00000172031.6	EPHX4
ENSG00000230667.5	SETSIP
ENSG00000189195.12	BTBD8
ENSG00000203910.8	C1orf146
ENSG00000174842.16	GLMN
ENSG00000122484.8	RPAP2
ENSG00000162676.11	GFI1
ENSG00000067208.14	EVI5
ENSG00000122406.13	RPL5
ENSG00000154511.11	FAM69A
ENSG00000143033.17	MTF2
ENSG00000117500.12	TMED5
ENSG00000122483.17	CCDC18
ENSG00000117505.12	DR1
ENSG00000137942.16	FNBP1L
ENSG00000137936.17	BCAR3
ENSG00000067334.13	DNTTIP2
ENSG00000023909.9	GCLM
ENSG00000198691.12	ABCA4
ENSG00000137962.12	ARHGAP29
ENSG00000117528.12	ABCD3
ENSG00000117525.13	F3
ENSG00000143036.16	SLC44A3
ENSG00000117519.15	CNN3
ENSG00000172339.9	ALG14
ENSG00000152078.9	TMEM56
ENSG00000271092.5	TMEM56-RWDD3
ENSG00000122481.16	RWDD3
ENSG00000117569.18	PTBP2
ENSG00000188641.13	DPYD
ENSG00000162627.16	SNX7
ENSG00000117598.11	PLPPR5
ENSG00000117600.12	PLPPR4
ENSG00000099260.10	PALMD
ENSG00000156869.13	FRRS1
ENSG00000162688.16	AGL
ENSG00000117620.14	SLC35A3
ENSG00000283761.1	AC118553.2
ENSG00000156875.13	MFSD14A
ENSG00000156876.9	SASS6
ENSG00000122435.9	TRMT13
ENSG00000122477.12	LRRC39
ENSG00000137992.14	DBT
ENSG00000137996.12	RTCA
ENSG00000079335.19	CDC14A
ENSG00000181656.6	GPR88
ENSG00000162692.11	VCAM1
ENSG00000162694.13	EXTL2
ENSG00000162695.11	SLC30A7
ENSG00000117543.20	DPH5
ENSG00000170989.9	S1PR1
ENSG00000118733.16	OLFM3
ENSG00000060718.21	COL11A1
ENSG00000185946.15	RNPC3
ENSG00000240038.6	AMY2B
ENSG00000243480.7	AMY2A
ENSG00000237763.9	AMY1A
ENSG00000174876.16	AMY1B
ENSG00000187733.6	AMY1C
ENSG00000198890.8	PRMT6
ENSG00000162631.18	NTNG1
ENSG00000134215.15	VAV3
ENSG00000085491.16	SLC25A24
ENSG00000196427.13	NBPF4
ENSG00000186086.18	NBPF6
ENSG00000162636.15	FAM102B
ENSG00000162639.15	HENMT1
ENSG00000134186.11	PRPF38B
ENSG00000143107.8	FNDC7
ENSG00000116266.10	STXBP3
ENSG00000162641.18	AKNAD1
ENSG00000274068.1	AL449266.1
ENSG00000121957.13	GPSM2
ENSG00000121940.15	CLCC1
ENSG00000085433.15	WDR47
ENSG00000197780.9	TAF13
ENSG00000215717.5	TMEM167B
ENSG00000179902.12	C1orf194
ENSG00000116299.16	KIAA1324
ENSG00000031698.12	SARS
ENSG00000143126.7	CELSR2
ENSG00000134222.16	PSRC1
ENSG00000221986.6	MYBPHL
ENSG00000134243.11	SORT1
ENSG00000143106.12	PSMA5
ENSG00000143028.8	SYPL2
ENSG00000162650.16	ATXN7L2
ENSG00000174151.14	CYB561D1
ENSG00000181754.6	AMIGO1
ENSG00000156097.12	GPR61
ENSG00000065135.10	GNAI3
ENSG00000134183.11	GNAT2
ENSG00000116337.15	AMPD2
ENSG00000168765.16	GSTM4
ENSG00000213366.12	GSTM2
ENSG00000134184.12	GSTM1
ENSG00000134201.11	GSTM5
ENSG00000134202.10	GSTM3
ENSG00000198758.10	EPS8L3
ENSG00000184371.13	CSF1
ENSG00000168710.17	AHCYL1
ENSG00000143093.14	STRIP1
ENSG00000156150.7	ALX3
ENSG00000186150.4	UBL4B
ENSG00000197106.6	SLC6A17
ENSG00000116396.14	KCNC4
ENSG00000162775.14	RBM15
ENSG00000168679.17	SLC16A4
ENSG00000134248.13	LAMTOR5
ENSG00000143125.5	PROK1
ENSG00000143105.7	KCNA10
ENSG00000177301.14	KCNA2
ENSG00000177272.8	KCNA3
ENSG00000143119.13	CD53
ENSG00000121931.15	LRIF1
ENSG00000156171.14	DRAM2
ENSG00000134255.13	CEPT1
ENSG00000162777.16	DENND2D
ENSG00000064886.13	CHI3L2
ENSG00000134216.18	CHIA
ENSG00000173947.13	PIFO
ENSG00000085465.12	OVGP1
ENSG00000116455.13	WDR77
ENSG00000116459.10	ATP5PB
ENSG00000143110.11	C1orf162
ENSG00000121933.18	TMIGD3
ENSG00000282608.1	ADORA3
ENSG00000116473.14	RAP1A
ENSG00000197852.10	INKA2
ENSG00000284755.1	AL049557.1
ENSG00000064703.11	DDX20
ENSG00000171385.9	KCND3
ENSG00000143079.14	CTTNBP2NL
ENSG00000134245.17	WNT2B
ENSG00000007341.18	ST7L
ENSG00000116489.12	CAPZA1
ENSG00000155363.18	MOV10
ENSG00000155366.16	RHOC
ENSG00000271810.5	AL603832.3
ENSG00000155367.15	PPM1J
ENSG00000184599.13	FAM19A3
ENSG00000155380.11	SLC16A1
ENSG00000198799.11	LRIG2
ENSG00000081026.18	MAGI3
ENSG00000116793.15	PHTF1
ENSG00000081019.13	RSBN1
ENSG00000134242.15	PTPN22
ENSG00000188761.12	BCL2L15
ENSG00000134262.12	AP4B1
ENSG00000118655.5	DCLRE1B
ENSG00000163349.21	HIPK1
ENSG00000116774.11	OLFML3
ENSG00000134207.16	SYT6
ENSG00000197323.11	TRIM33
ENSG00000116752.5	BCAS2
ENSG00000175984.14	DENND2C
ENSG00000116748.21	AMPD1
ENSG00000213281.4	NRAS
ENSG00000009307.15	CSDE1
ENSG00000052723.11	SIKE1
ENSG00000198765.11	SYCP1
ENSG00000134200.3	TSHB
ENSG00000134198.9	TSPAN2
ENSG00000134259.3	NGF
ENSG00000173218.14	VANGL1
ENSG00000118729.11	CASQ2
ENSG00000177551.5	NHLH2
ENSG00000163393.12	SLC22A15
ENSG00000173212.4	MAB21L3
ENSG00000163399.15	ATP1A1
ENSG00000116815.15	CD58
ENSG00000143061.17	IGSF3
ENSG00000116824.4	CD2
ENSG00000134247.9	PTGFRN
ENSG00000134256.12	CD101
ENSG00000116830.11	TTF2
ENSG00000134253.9	TRIM45
ENSG00000134258.16	VTCN1
ENSG00000198162.12	MAN1A2
ENSG00000183508.4	TENT5C
ENSG00000196505.10	GDAP2
ENSG00000065183.15	WDR3
ENSG00000155761.13	SPAG17
ENSG00000092607.14	TBX15
ENSG00000116874.11	WARS2
ENSG00000116882.14	HAO2
ENSG00000203859.9	HSD3B2
ENSG00000203857.9	HSD3B1
ENSG00000143067.4	ZNF697
ENSG00000092621.12	PHGDH
ENSG00000134240.11	HMGCS2
ENSG00000134193.14	REG4
ENSG00000134249.6	ADAM30
ENSG00000134250.19	NOTCH2
ENSG00000265808.3	SEC22B
ENSG00000273136.6	NBPF26
ENSG00000263353.3	PPIAL4A
ENSG00000198019.12	FCGR1B
ENSG00000188610.12	FAM72B
ENSG00000171943.11	SRGAP2C
ENSG00000203818.7	HIST2H3PS2
ENSG00000263513.5	FAM72C
ENSG00000271567.1	PPIAL4E
ENSG00000266338.6	NBPF15
ENSG00000279782.1	PPIAL4F
ENSG00000196369.11	SRGAP2B
ENSG00000215784.5	FAM72D
ENSG00000256374.2	PPIAL4D
ENSG00000162825.16	NBPF20
ENSG00000117262.18	GPR89A
ENSG00000174827.13	PDZK1
ENSG00000117281.15	CD160
ENSG00000265491.4	RNF115
ENSG00000186141.8	POLR3C
ENSG00000186364.11	NUDT17
ENSG00000131788.15	PIAS3
ENSG00000198483.12	ANKRD35
ENSG00000143127.12	ITGA10
ENSG00000131779.10	PEX11B
ENSG00000265241.6	RBM8A
ENSG00000280778.1	AC243547.3
ENSG00000271601.3	LIX1L
ENSG00000272031.2	ANKRD34A
ENSG00000121851.12	POLR3GL
ENSG00000265972.5	TXNIP
ENSG00000168509.19	HJV
ENSG00000271425.7	NBPF10
ENSG00000213240.8	AC239799.1
ENSG00000264343.5	NOTCH2NLA
ENSG00000270339.3	AC243756.1
ENSG00000268043.7	NBPF12
ENSG00000131791.7	PRKAB2
ENSG00000131781.12	FMO5
ENSG00000131778.18	CHD1L
ENSG00000116128.10	BCL9
ENSG00000162836.11	ACP6
ENSG00000265107.2	GJA5
ENSG00000121634.5	GJA8
ENSG00000188092.14	GPR89B
ENSG00000263956.6	NBPF11
ENSG00000236334.2	PPIAL4G
ENSG00000270629.5	NBPF14
ENSG00000177144.7	NUDT4B
ENSG00000178104.19	PDE4DIP
ENSG00000269713.7	NBPF9
ENSG00000271383.6	NBPF19
ENSG00000263464.2	PPIAL4C
ENSG00000150337.13	FCGR1A
ENSG00000203814.6	HIST2H2BF
ENSG00000183598.3	HIST2H3D
ENSG00000270882.2	HIST2H4A
ENSG00000203811.1	HIST2H3C
ENSG00000203812.2	HIST2H2AA3
ENSG00000272196.2	HIST2H2AA4
ENSG00000203852.3	HIST2H3A
ENSG00000270276.2	HIST2H4B
ENSG00000184678.10	HIST2H2BE
ENSG00000184260.5	HIST2H2AC
ENSG00000184270.4	HIST2H2AB
ENSG00000178096.8	BOLA1
ENSG00000159164.9	SV2A
ENSG00000143368.9	SF3B4
ENSG00000014914.20	MTMR11
ENSG00000264522.5	OTUD7B
ENSG00000136631.14	VPS45
ENSG00000023902.13	PLEKHO1
ENSG00000143401.14	ANP32E
ENSG00000118298.11	CA14
ENSG00000117362.12	APH1A
ENSG00000118292.8	C1orf54
ENSG00000159208.15	CIART
ENSG00000266472.5	MRPS21
ENSG00000117360.12	PRPF3
ENSG00000163125.15	RPRD2
ENSG00000143374.16	TARS2
ENSG00000143369.14	ECM1
ENSG00000143382.14	ADAMTSL4
ENSG00000143384.12	MCL1
ENSG00000143420.18	ENSA
ENSG00000143457.10	GOLPH3L
ENSG00000143452.15	HORMAD1
ENSG00000163131.10	CTSS
ENSG00000143387.12	CTSK
ENSG00000143437.20	ARNT
ENSG00000283324.1	CTXND2
ENSG00000143379.12	SETDB1
ENSG00000143418.19	CERS2
ENSG00000143412.9	ANXA9
ENSG00000143409.15	MINDY1
ENSG00000143363.16	PRUNE1
ENSG00000163141.19	BNIPL
ENSG00000143443.9	C1orf56
ENSG00000197622.12	CDC42SE1
ENSG00000213190.3	MLLT11
ENSG00000143458.11	GABPB2
ENSG00000143434.15	SEMA6C
ENSG00000163154.5	TNFAIP8L2
ENSG00000163156.11	SCNM1
ENSG00000163155.11	LYSMD1
ENSG00000163157.14	TMOD4
ENSG00000163159.12	VPS72
ENSG00000143398.19	PIP5K1A
ENSG00000159352.15	PSMD4
ENSG00000143373.17	ZNF687
ENSG00000143393.16	PI4KB
ENSG00000143390.17	RFX5
ENSG00000143416.20	SELENBP1
ENSG00000159377.10	PSMB4
ENSG00000143442.21	POGZ
ENSG00000143375.14	CGN
ENSG00000143367.15	TUFT1
ENSG00000143376.13	SNX27
ENSG00000159409.14	CELF3
ENSG00000178796.12	RIIAD1
ENSG00000143436.10	MRPL9
ENSG00000143450.16	OAZ3
ENSG00000182134.15	TDRKH
ENSG00000213171.2	LINGO4
ENSG00000143365.17	RORC
ENSG00000225556.1	C2CD4D
ENSG00000196407.11	THEM5
ENSG00000159445.12	THEM4
ENSG00000197747.8	S100A10
ENSG00000163191.5	S100A11
ENSG00000182898.3	TCHHL1
ENSG00000159450.12	TCHH
ENSG00000215853.3	RPTN
ENSG00000197915.5	HRNR
ENSG00000143631.10	FLG
ENSG00000143520.6	FLG2
ENSG00000143536.7	CRNN
ENSG00000186207.4	LCE5A
ENSG00000169509.5	CRCT1
ENSG00000185966.3	LCE3E
ENSG00000163202.4	LCE3D
ENSG00000244057.4	LCE3C
ENSG00000187238.5	LCE3B
ENSG00000185962.1	LCE3A
ENSG00000187223.3	LCE2D
ENSG00000187180.3	LCE2C
ENSG00000159455.8	LCE2B
ENSG00000187173.3	LCE2A
ENSG00000187170.4	LCE4A
ENSG00000198854.5	C1orf68
ENSG00000203786.6	KPRP
ENSG00000240386.3	LCE1F
ENSG00000186226.8	LCE1E
ENSG00000172155.9	LCE1D
ENSG00000197084.5	LCE1C
ENSG00000196734.8	LCE1B
ENSG00000186844.5	LCE1A
ENSG00000235942.2	LCE6A
ENSG00000285946.1	AL162596.1
ENSG00000163206.5	SMCP
ENSG00000163207.6	IVL
ENSG00000283227.1	SPRR5
ENSG00000184148.3	SPRR4
ENSG00000169474.4	SPRR1A
ENSG00000163209.14	SPRR3
ENSG00000169469.8	SPRR1B
ENSG00000163216.6	SPRR2D
ENSG00000241794.1	SPRR2A
ENSG00000196805.7	SPRR2B
ENSG00000203785.8	SPRR2E
ENSG00000244094.1	SPRR2F
ENSG00000159516.8	SPRR2G
ENSG00000203784.2	LELP1
ENSG00000203783.4	PRR9
ENSG00000203782.5	LOR
ENSG00000159527.3	PGLYRP3
ENSG00000163218.14	PGLYRP4
ENSG00000163220.10	S100A9
ENSG00000163221.8	S100A12
ENSG00000143546.9	S100A8
ENSG00000184330.11	S100A7A
ENSG00000197364.7	S100A7L2
ENSG00000143556.8	S100A7
ENSG00000197956.9	S100A6
ENSG00000196420.7	S100A5
ENSG00000196154.11	S100A4
ENSG00000188015.9	S100A3
ENSG00000196754.10	S100A2
ENSG00000188643.10	S100A16
ENSG00000189334.8	S100A14
ENSG00000189171.14	S100A13
ENSG00000160678.11	S100A1
ENSG00000160679.12	CHTOP
ENSG00000143553.10	SNAPIN
ENSG00000143621.16	ILF2
ENSG00000169418.9	NPR1
ENSG00000143624.13	INTS3
ENSG00000143554.13	SLC27A3
ENSG00000143614.9	GATAD2B
ENSG00000198837.9	DENND4B
ENSG00000160741.16	CRTC2
ENSG00000143570.17	SLC39A1
ENSG00000285779.1	AL358472.7
ENSG00000143578.15	CREB3L4
ENSG00000143543.14	JTB
ENSG00000285641.1	AL358472.6
ENSG00000143545.8	RAB13
ENSG00000177954.12	RPS27
ENSG00000143552.9	NUP210L
ENSG00000143549.19	TPM3
ENSG00000163263.6	C1orf189
ENSG00000143612.20	C1orf43
ENSG00000143569.18	UBAP2L
ENSG00000143575.14	HAX1
ENSG00000143595.12	AQP10
ENSG00000143515.16	ATP8B2
ENSG00000160712.12	IL6R
ENSG00000169291.9	SHE
ENSG00000163239.12	TDRD10
ENSG00000160714.9	UBE2Q1
ENSG00000160716.5	CHRNB2
ENSG00000160710.16	ADAR
ENSG00000143603.18	KCNN3
ENSG00000163344.5	PMVK
ENSG00000163346.16	PBXIP1
ENSG00000163348.3	PYGO2
ENSG00000160691.18	SHC1
ENSG00000173207.12	CKS1B
ENSG00000160688.18	FLAD1
ENSG00000163352.5	LENEP
ENSG00000160685.13	ZBTB7B
ENSG00000163354.14	DCST2
ENSG00000163357.10	DCST1
ENSG00000143537.13	ADAM15
ENSG00000243364.7	EFNA4
ENSG00000251246.1	AL691442.1
ENSG00000143590.13	EFNA3
ENSG00000169242.11	EFNA1
ENSG00000169241.18	SLC50A1
ENSG00000179085.7	DPM3
ENSG00000163463.11	KRTCAP2
ENSG00000273088.1	AL713999.1
ENSG00000163462.17	TRIM46
ENSG00000185499.16	MUC1
ENSG00000169231.13	THBS3
ENSG00000173171.14	MTX1
ENSG00000177628.15	GBA
ENSG00000160767.20	FAM189B
ENSG00000116521.10	SCAMP3
ENSG00000176444.18	CLK2
ENSG00000143630.9	HCN3
ENSG00000143627.19	PKLR
ENSG00000160752.14	FDPS
ENSG00000160753.15	RUSC1
ENSG00000116539.12	ASH1L
ENSG00000125459.15	MSTO1
ENSG00000163374.19	YY1AP1
ENSG00000132676.15	DAP3
ENSG00000116580.18	GON4L
ENSG00000132718.8	SYT11
ENSG00000143622.10	RIT1
ENSG00000132680.10	KHDC4
ENSG00000173080.5	RXFP4
ENSG00000116584.17	ARHGEF2
ENSG00000163479.13	SSR2
ENSG00000160803.7	UBQLN4
ENSG00000116586.11	LAMTOR2
ENSG00000132698.14	RAB25
ENSG00000254726.2	MEX3A
ENSG00000160789.19	LMNA
ENSG00000196189.12	SEMA4A
ENSG00000160785.13	SLC25A44
ENSG00000260238.6	PMF1-BGLAP
ENSG00000160783.19	PMF1
ENSG00000242252.1	BGLAP
ENSG00000160781.16	PAQR6
ENSG00000198952.8	SMG5
ENSG00000163472.18	TMEM79
ENSG00000198715.12	GLMP
ENSG00000189030.9	VHLL
ENSG00000163468.14	CCT3
ENSG00000163467.11	TSACC
ENSG00000132677.12	RHBG
ENSG00000125462.16	C1orf61
ENSG00000116604.17	MEF2D
ENSG00000183856.10	IQGAP3
ENSG00000187862.11	TTC24
ENSG00000163382.11	NAXE
ENSG00000160818.16	GPATCH4
ENSG00000132702.12	HAPLN2
ENSG00000132692.18	BCAN
ENSG00000132688.10	NES
ENSG00000143320.8	CRABP2
ENSG00000143319.16	ISG20L2
ENSG00000143303.11	RRNAD1
ENSG00000143314.12	MRPL24
ENSG00000143321.18	HDGF
ENSG00000143294.14	PRCC
ENSG00000027869.11	SH2D2A
ENSG00000198400.11	NTRK1
ENSG00000027644.4	INSRR
ENSG00000187800.13	PEAR1
ENSG00000160838.13	LRRC71
ENSG00000132694.18	ARHGEF11
ENSG00000253831.1	ETV3L
ENSG00000117036.11	ETV3
ENSG00000143297.18	FCRL5
ENSG00000163518.10	FCRL4
ENSG00000160856.20	FCRL3
ENSG00000132704.15	FCRL2
ENSG00000163534.14	FCRL1
ENSG00000073754.5	CD5L
ENSG00000183853.17	KIRREL1
ENSG00000158473.6	CD1D
ENSG00000158477.6	CD1A
ENSG00000158481.12	CD1C
ENSG00000158485.10	CD1B
ENSG00000158488.15	CD1E
ENSG00000186306.1	OR10T2
ENSG00000180708.5	OR10K2
ENSG00000173285.4	OR10K1
ENSG00000198965.4	OR10R2
ENSG00000197532.2	OR6Y1
ENSG00000186440.2	OR6P1
ENSG00000279111.2	OR10X1
ENSG00000198967.4	OR10Z1
ENSG00000163554.13	SPTA1
ENSG00000196171.3	OR6K2
ENSG00000203757.2	OR6K3
ENSG00000197403.4	OR6N1
ENSG00000180433.5	OR6K6
ENSG00000188340.2	OR6N2
ENSG00000163563.7	MNDA
ENSG00000163564.14	PYHIN1
ENSG00000163565.18	IFI16
ENSG00000163568.14	AIM2
ENSG00000162706.12	CADM3
ENSG00000213088.10	ACKR1
ENSG00000179639.10	FCER1A
ENSG00000196184.9	OR10J1
ENSG00000184155.8	OR10J5
ENSG00000132703.3	APCS
ENSG00000132693.12	CRP
ENSG00000158716.8	DUSP23
ENSG00000181036.13	FCRL6
ENSG00000158714.10	SLAMF8
ENSG00000256029.6	SNHG28
ENSG00000243284.1	VSIG8
ENSG00000213085.9	CFAP45
ENSG00000158710.14	TAGLN2
ENSG00000085552.16	IGSF9
ENSG00000162723.9	SLAMF9
ENSG00000177807.9	KCNJ10
ENSG00000143315.7	PIGM
ENSG00000162728.4	KCNJ9
ENSG00000162729.13	IGSF8
ENSG00000018625.14	ATP1A2
ENSG00000132681.16	ATP1A4
ENSG00000143318.12	CASQ1
ENSG00000162734.12	PEA15
ENSG00000132716.18	DCAF8
ENSG00000258465.7	AL139011.2
ENSG00000162735.18	PEX19
ENSG00000122218.15	COPA
ENSG00000162736.16	NCSTN
ENSG00000171786.5	NHLH1
ENSG00000162738.5	VANGL2
ENSG00000162739.13	SLAMF6
ENSG00000066294.14	CD84
ENSG00000117090.14	SLAMF1
ENSG00000117091.9	CD48
ENSG00000026751.16	SLAMF7
ENSG00000122224.17	LY9
ENSG00000122223.12	CD244
ENSG00000179914.4	ITLN1
ENSG00000158764.6	ITLN2
ENSG00000158769.17	F11R
ENSG00000270149.5	AL591806.3
ENSG00000215845.10	TSTD1
ENSG00000158773.14	USF1
ENSG00000186517.13	ARHGAP30
ENSG00000143217.8	NECTIN4
ENSG00000162755.13	KLHDC9
ENSG00000143256.4	PFDN2
ENSG00000158793.13	NIT1
ENSG00000158796.16	DEDD
ENSG00000143222.11	UFC1
ENSG00000143258.15	USP21
ENSG00000143224.17	PPOX
ENSG00000158850.14	B4GALT3
ENSG00000158859.9	ADAMTS4
ENSG00000158864.12	NDUFS2
ENSG00000158869.10	FCER1G
ENSG00000158874.11	APOA2
ENSG00000158882.14	TOMM40L
ENSG00000143257.11	NR1I3
ENSG00000248485.1	PCP4L1
ENSG00000158887.15	MPZ
ENSG00000143252.14	SDHC
ENSG00000188931.3	CFAP126
ENSG00000143226.13	FCGR2A
ENSG00000173110.7	HSPA6
ENSG00000203747.10	FCGR3A
ENSG00000162747.10	FCGR3B
ENSG00000072694.20	FCGR2B
ENSG00000132185.16	FCRLA
ENSG00000162746.14	FCRLB
ENSG00000081721.11	DUSP12
ENSG00000118217.5	ATF6
ENSG00000162745.10	OLFML2B
ENSG00000198929.12	NOS1AP
ENSG00000254706.2	AL512785.2
ENSG00000239887.4	C1orf226
ENSG00000171722.12	SPATA46
ENSG00000198574.5	SH2D1B
ENSG00000152332.15	UHMK1
ENSG00000117143.13	UAP1
ENSG00000162733.17	DDR2
ENSG00000132196.14	HSD17B7
ENSG00000185860.13	CCDC190
ENSG00000117152.13	RGS4
ENSG00000143248.12	RGS5
ENSG00000143228.12	NUF2
ENSG00000185630.18	PBX1
ENSG00000162761.14	LMX1A
ENSG00000143171.12	RXRG
ENSG00000162763.3	LRRC52
ENSG00000143198.12	MGST3
ENSG00000143149.12	ALDH9A1
ENSG00000143183.16	TMCO1
ENSG00000143179.15	UCK2
ENSG00000188859.6	FAM78B
ENSG00000143157.11	POGK
ENSG00000152382.5	TADA1
ENSG00000143195.12	ILDR2
ENSG00000143194.12	MAEL
ENSG00000143167.11	GPA33
ENSG00000198842.9	DUSP27
ENSG00000143190.22	POU2F1
ENSG00000198821.10	CD247
ENSG00000143162.8	CREG1
ENSG00000198771.10	RCSD1
ENSG00000197965.11	MPZL1
ENSG00000143199.17	ADCY10
ENSG00000143158.10	MPC2
ENSG00000143164.15	DCAF6
ENSG00000143147.14	GPR161
ENSG00000143155.12	TIPRL
ENSG00000213064.9	SFT2D2
ENSG00000143178.12	TBX19
ENSG00000143185.3	XCL2
ENSG00000143184.4	XCL1
ENSG00000143196.4	DPT
ENSG00000143153.12	ATP1B1
ENSG00000143156.13	NME7
ENSG00000117475.13	BLZF1
ENSG00000117477.12	CCDC181
ENSG00000117479.13	SLC19A2
ENSG00000198734.10	F5
ENSG00000174175.16	SELP
ENSG00000000460.16	C1orf112
ENSG00000188404.8	SELL
ENSG00000007908.15	SELE
ENSG00000171806.11	METTL18
ENSG00000000457.13	SCYL3
ENSG00000075945.12	KIFAP3
ENSG00000203740.3	METTL11B
ENSG00000120370.12	GORAB
ENSG00000116132.11	PRRX1
ENSG00000117501.14	MROH9
ENSG00000007933.12	FMO3
ENSG00000094963.13	FMO2
ENSG00000010932.16	FMO1
ENSG00000076258.9	FMO4
ENSG00000117523.16	PRRC2C
ENSG00000283683.1	MYOCOS
ENSG00000034971.16	MYOC
ENSG00000117533.14	VAMP4
ENSG00000010165.19	METTL13
ENSG00000197959.13	DNM3
ENSG00000135845.9	PIGC
ENSG00000180999.10	C1orf105
ENSG00000094975.13	SUCO
ENSG00000117560.7	FASLG
ENSG00000120337.8	TNFSF18
ENSG00000117586.10	TNFSF4
ENSG00000117592.8	PRDX6
ENSG00000162753.12	SLC9C2
ENSG00000285777.1	AL139142.2
ENSG00000183831.6	ANKRD45
ENSG00000232113.2	TEX50
ENSG00000076321.10	KLHL20
ENSG00000120334.15	CENPL
ENSG00000117593.10	DARS2
ENSG00000185278.15	ZBTB37
ENSG00000117601.13	SERPINC1
ENSG00000135870.11	RC3H1
ENSG00000152061.23	RABGAP1L
ENSG00000203737.3	GPR52
ENSG00000116161.17	CACYBP
ENSG00000120333.4	MRPS14
ENSG00000120332.15	TNN
ENSG00000235750.9	KIAA0040
ENSG00000116147.16	TNR
ENSG00000143207.20	COP1
ENSG00000116183.10	PAPPA2
ENSG00000152092.15	ASTN1
ENSG00000198797.6	BRINP2
ENSG00000120341.18	SEC16B
ENSG00000075391.16	RASAL2
ENSG00000188585.9	CLEC20A
ENSG00000240021.9	TEX35
ENSG00000116191.17	RALGPS2
ENSG00000116194.12	ANGPTL1
ENSG00000116199.11	FAM20B
ENSG00000186283.13	TOR3A
ENSG00000143322.19	ABL2
ENSG00000057252.12	SOAT1
ENSG00000162779.21	AXDND1
ENSG00000116218.12	NPHS2
ENSG00000162782.15	TDRD5
ENSG00000143340.6	FAM163A
ENSG00000169905.12	TOR1AIP2
ENSG00000143337.18	TOR1AIP1
ENSG00000135837.15	CEP350
ENSG00000116260.16	QSOX1
ENSG00000121454.5	LHX4
ENSG00000230124.7	ACBD6
ENSG00000143324.13	XPR1
ENSG00000135835.11	KIAA1614
ENSG00000135823.13	STX6
ENSG00000153029.14	MR1
ENSG00000162783.10	IER5
ENSG00000198216.11	CACNA1E
ENSG00000179930.5	ZNF648
ENSG00000135821.18	GLUL
ENSG00000203730.2	TEDDM1
ENSG00000121446.19	RGSL1
ENSG00000135828.11	RNASEL
ENSG00000143333.6	RGS16
ENSG00000135824.12	RGS8
ENSG00000135838.13	NPL
ENSG00000135829.16	DHX9
ENSG00000157060.15	SHCBP1L
ENSG00000135862.5	LAMC1
ENSG00000058085.14	LAMC2
ENSG00000157064.10	NMNAT2
ENSG00000116698.21	SMG7
ENSG00000116701.14	NCF2
ENSG00000162704.15	ARPC5
ENSG00000143344.15	RGL1
ENSG00000173627.7	APOBEC4
ENSG00000198756.11	COLGALT2
ENSG00000198860.12	TSEN15
ENSG00000116667.13	C1orf21
ENSG00000116406.18	EDEM3
ENSG00000135842.16	FAM129A
ENSG00000121481.10	RNF2
ENSG00000121486.11	TRMT1L
ENSG00000116668.12	SWT1
ENSG00000116679.15	IVNS1ABP
ENSG00000143341.11	HMCN1
ENSG00000116690.12	PRG4
ENSG00000047410.13	TPR
ENSG00000157181.15	ODR4
ENSG00000262180.1	OCLM
ENSG00000116703.13	PDC
ENSG00000073756.11	PTGS2
ENSG00000116711.9	PLA2G4A
ENSG00000162670.10	BRINP3
ENSG00000150681.9	RGS18
ENSG00000253148.1	RGS21
